Iteration,Fitness,Test Cases
107,0.7692440000000001,2488
108,0.7692440000000001,2509
109,0.7692440000000001,2534
110,0.7692440000000001,2553
111,0.7692440000000001,2577
112,0.7692440000000001,2596
113,0.7692440000000001,2615
114,0.7692440000000001,2639
115,0.7692440000000001,2664
116,0.7692440000000001,2683
117,0.7692440000000001,2703
118,0.7692440000000001,2724
119,0.7692440000000001,2749
120,0.7692440000000001,2772
121,0.7692440000000001,2796
122,0.7692440000000001,2819
123,0.7692440000000001,2840
124,0.7692440000000001,2868
125,0.7692440000000001,2889
126,0.7692440000000001,2907
127,0.7692440000000001,2924
128,0.7692440000000001,2946
129,0.7692440000000001,2974
130,0.7692440000000001,2990
131,0.7692440000000001,3014
132,0.7700919999999999,3043
133,0.7701679999999999,3069
134,0.7701679999999999,3089
135,0.7701679999999999,3109
136,0.7701679999999999,3133
137,0.7701679999999999,3161
138,0.7701679999999999,3177
139,0.7701679999999999,3207
140,0.7701679999999999,3236
141,0.7701679999999999,3253
142,0.7701679999999999,3273
143,0.7701679999999999,3302
144,0.7701679999999999,3319
145,0.7701679999999999,3333
146,0.7701679999999999,3355
147,0.7701679999999999,3382
148,0.7701679999999999,3403
149,0.7701679999999999,3429
150,0.7701679999999999,3451
151,0.7701679999999999,3470
152,0.7701679999999999,3485
153,0.7701679999999999,3507
154,0.7701679999999999,3525
155,0.7701679999999999,3540
156,0.7701679999999999,3561
157,0.7701679999999999,3580
158,0.7701679999999999,3604
159,0.7701679999999999,3621
160,0.7701679999999999,3637
161,0.7701679999999999,3661
162,0.7701679999999999,3684
163,0.7701679999999999,3706
164,0.7701679999999999,3727
165,0.7701679999999999,3749
166,0.7701679999999999,3771
167,0.7701679999999999,3794
168,0.7701679999999999,3820
169,0.7701679999999999,3843
170,0.7701679999999999,3865
171,0.7701679999999999,3884
172,0.7701679999999999,3902
173,0.7701679999999999,3926
174,0.7701679999999999,3949
175,0.7701679999999999,3971
176,0.7701679999999999,3999
177,0.7701679999999999,4023
178,0.7701679999999999,4041
179,0.7701679999999999,4066
180,0.7701679999999999,4092
181,0.7701679999999999,4122
182,0.7701679999999999,4150
183,0.7701679999999999,4170
184,0.7701679999999999,4191
185,0.7701679999999999,4211
186,0.7701679999999999,4232
187,0.7701679999999999,4254
188,0.7701679999999999,4278
189,0.7701679999999999,4304
190,0.7701679999999999,4328
191,0.7701679999999999,4353
192,0.7701679999999999,4370
193,0.7701679999999999,4388
194,0.7701679999999999,4408
195,0.7701679999999999,4435
196,0.7701679999999999,4462
197,0.7701679999999999,4485
198,0.7701679999999999,4514
199,0.7701679999999999,4532
200,0.7701679999999999,4553
201,0.7701679999999999,4582
202,0.7701679999999999,4611
203,0.7701679999999999,4631
204,0.7701679999999999,4653
205,0.7701679999999999,4676
206,0.7701679999999999,4699
207,0.7701679999999999,4723
208,0.7701679999999999,4743
209,0.7701679999999999,4763
210,0.7701679999999999,4787
211,0.7701679999999999,4813
212,0.7701679999999999,4841
213,0.7701679999999999,4860
214,0.7701679999999999,4881
215,0.7701679999999999,4897
216,0.7701679999999999,4919
217,0.7701679999999999,4944
218,0.7701679999999999,4969
219,0.7701679999999999,4990
220,0.7701679999999999,5011
221,0.7701679999999999,5037
222,0.7701679999999999,5062
223,0.7701679999999999,5088
224,0.7701679999999999,5111
225,0.7701679999999999,5133
226,0.7701679999999999,5155
227,0.7701679999999999,5174
228,0.7701679999999999,5197
229,0.7701679999999999,5221
230,0.7701679999999999,5247
231,0.7701679999999999,5265
232,0.7701679999999999,5292
233,0.7701679999999999,5322
234,0.7701679999999999,5335
235,0.7701679999999999,5351
236,0.7701679999999999,5372
237,0.7701679999999999,5391
238,0.7701679999999999,5408
239,0.7701679999999999,5439
240,0.7701679999999999,5458
241,0.7701679999999999,5478
242,0.7701679999999999,5507
243,0.7701679999999999,5528
244,0.7701679999999999,5550
245,0.7701679999999999,5576
246,0.7701679999999999,5597
247,0.7701679999999999,5622
248,0.7701679999999999,5644
249,0.7701679999999999,5670
250,0.7701679999999999,5690
251,0.7701679999999999,5714
252,0.7701679999999999,5741
253,0.7701679999999999,5765
254,0.7701679999999999,5793
255,0.7701679999999999,5817
256,0.7701679999999999,5847
257,0.7701679999999999,5873
258,0.7701679999999999,5900
259,0.7701679999999999,5927
260,0.7701679999999999,5946
261,0.7701679999999999,5970
262,0.7701679999999999,5995
263,0.7701679999999999,6021
264,0.7701679999999999,6040
265,0.7701679999999999,6051
266,0.7701679999999999,6073
267,0.7701679999999999,6097
268,0.7701679999999999,6117
269,0.7701679999999999,6141
270,0.7701679999999999,6165
271,0.770268,6184
272,0.770268,6207
273,0.7704679999999999,6226
274,0.7704679999999999,6254
275,0.7704679999999999,6270
276,0.7704679999999999,6296
277,0.7704679999999999,6318
278,0.7704679999999999,6344
279,0.7704679999999999,6366
280,0.7704679999999999,6384
281,0.7704679999999999,6409
282,0.7704679999999999,6427
283,0.7704679999999999,6446
284,0.7704679999999999,6467
285,0.7704679999999999,6490
286,0.7704679999999999,6517
287,0.7704679999999999,6535
288,0.7704679999999999,6559
289,0.7704679999999999,6583
290,0.7704679999999999,6608
291,0.7704679999999999,6633
292,0.7704679999999999,6655
293,0.7704679999999999,6680
294,0.7704679999999999,6709
295,0.7704679999999999,6733
296,0.7704679999999999,6754
297,0.7704679999999999,6780
298,0.7704679999999999,6806
299,0.7704679999999999,6833
